,ISBN,mean
126361,0517643014,10.0
95981,0425185834,10.0
126391,0517668432,10.0
126392,0517668459,10.0
126414,0517686392,10.0
95945,042518496X,10.0
126427,0517691906,10.0
126430,0517692023,10.0
126437,0517693399,10.0
126440,0517695065,10.0
126451,0517700506,10.0
338902,9782743420376,10.0
338903,9782743420383,10.0
338905,9782803604036,10.0
338908,9782877060554,10.0
126488,0517703157,10.0
126512,0517704064,10.0
126521,051770448X,10.0
126542,0517706733,10.0
126554,051770756X,10.0
126634,0517884402,10.0
126636,0517884518,10.0
126646,0517885301,10.0
126648,0517885441,10.0
126657,0517886510,10.0
95853,0425183092,10.0
126665,0517887355,10.0
338892,9782290331569,10.0
126681,0520000358,10.0
126694,0520010701,10.0
126723,0520034945,10.0
126731,0520042727,10.0
126733,0520044266,10.0
126739,0520046102,10.0
126743,0520047427,10.0
126749,0520049160,10.0
126785,0520069943,10.0
126790,0520071662,10.0
126798,0520076699,10.0
126804,0520078764,10.0
126835,0520202503,10.0
126842,0520204727,10.0
95747,0425180689,10.0
1220,000617501,10.0
126874,0520215990,10.0
126883,0520217551,10.0
126891,0520218965,10.0
126895,0520220218,10.0
126900,0520222571,10.0
126916,0520227263,10.0
126931,0520234383,10.0
126933,0520235223,10.0
126937,0520237714,10.0
126942,0521003482,10.0
126951,0521017114,10.0
126958,0521092612,10.0
126973,0521255872,10.0
338827,9782070515783,10.0
338829,978207076946,10.0
338830,9782081632219,10.0
338840,9782228895962,10.0
95680,042517890,10.0
126981,052126751X,10.0
126988,0521274230,10.0
126989,0521276357,10.0
127002,0521293669,10.0
127007,0521294126,10.0
127032,0521336449,10.0
127036,0521339626,10.0
127041,0521348889,10.0
127060,0521369746,10.0
127068,0521379598,10.0
127084,0521395747,10.0
127086,0521397928,10.0
127089,0521398320,10.0
338815,9782070368075,10.0
338817,9782070368228,10.0
1254,0006176992,10.0
338820,9782070392742,10.0
127097,0521408644,10.0
127117,0521433320,10.0
127118,0521434211,10.0
127122,052143680X,10.0
127124,0521436923,10.0
127128,0521437733,10.0
127143,0521453979,10.0
127153,0521468019,10.0
127155,0521468434,10.0
127158,0521469406,10.0
338791,9781565543263,10.0
338792,9781568811307,10.0
338793,9781570719929,10.0
338798,9781861870896,10.0
127196,0521562120,10.0
127201,0521566827,10.0
127202,0521567238,10.0
127204,0521567815,10.0
127206,0521567971,10.0
127213,0521576814,10.0
127231,0521625505,10.0
127240,0521633982,10.0
127269,0521777526,10.0
127277,0521785766,10.0
127282,0521790514,10.0
127284,0521794358,10.0
127286,0521794803,10.0
127292,0521799120,10.0
127295,0521815819,10.0
338774,9780874341249,10.0
338775,9780890096024,10.0
127428,0523415389,10.0
127442,0523416873,10.0
127664,0525232648,10.0
127671,0525241248,10.0
127684,0525242732,10.0
127768,0525249214,10.0
127791,0525265155,10.0
127815,0525387382,10.0
127825,0525421750,10.0
127829,0525430350,10.0
95381,0425171817,10.0
338745,9780689714924,10.0
338752,9780745913094,10.0
1305,0006255450,10.0
338760,9780752847627,10.0
338762,9780785811916,10.0
127864,0525444483,10.0
127865,0525444513,10.0
127875,0525446176,10.0
127888,0525447105,10.0
127892,0525447849,10.0
127899,0525448950,10.0
127917,0525451358,10.0
127953,0525456074,10.0
127966,0525458352,10.0
127972,0525459243,10.0
127973,0525459294,10.0
338729,9780670882342,10.0
338744,9780688065713,10.0
127994,0525462708,10.0
128002,0525464417,10.0
128010,0525466762,10.0
128016,0525467343,10.0
128028,0525468994,10.0
128029,0525469052,10.0
128066,0525473068,10.0
128070,0525473394,10.0
128075,052547370X,10.0
128080,0525474641,10.0
128081,0525474757,10.0
128086,0525475745,10.0
128090,0525477950,10.0
128096,0525480544,10.0
128105,0525481486,10.0
128115,0525482334,10.0
128128,052548373X,10.0
128134,0525484612,10.0
128153,0525650687,10.0
128154,0525651330,10.0
128157,0525652337,10.0
95258,0425168778,10.0
128255,0525936009,10.0
128305,0525937943,10.0
128324,0525938508,10.0
128473,0525943706,10.0
128673,0525947949,10.0
128676,052594799X,10.0
128682,0527503050,10.0
128683,0528260073,10.0
95115,0425164543,10.0
128693,0528815296,10.0
128695,0528816012,10.0
128697,0528818538,10.0
128702,0528824015,10.0
338685,9780416001321,10.0
338687,9780425122129,10.0
338693,9780439139595,10.0
338699,9780446610100,10.0
128707,0528827669,10.0
128709,0528831283,10.0
128710,0528833510,10.0
128715,0528835505,10.0
128716,0528835513,10.0
128729,0528844423,10.0
128730,0528844466,10.0
338653,9780340765258,10.0
338656,9780340796177,10.0
338657,9780340796191,10.0
338658,9780340796252,10.0
1368,0006353282,10.0
338664,9780374525286,10.0
128746,0528913662,10.0
128754,0529050366,10.0
128758,0529055600,10.0
128759,0529056259,10.0
128763,0529064812,10.0
128766,0529069474,10.0
128775,0531000265,10.0
128776,0531001725,10.0
95062,0425163067,10.0
128823,0531057925,10.0
1391,0006365434,10.0
338652,9780340765203,10.0
128847,053107031X,10.0
128855,0531071103,10.0
128919,0531112810,10.0
128957,0531180700,10.0
128976,0531331156,10.0
129034,0533135672,10.0
129039,0533139759,10.0
129065,0533274503,10.0
129070,0533289322,10.0
129081,0533570951,10.0
129149,0534172202,10.0
129170,0534211682,10.0
129180,0534252265,10.0
129193,0534349668,10.0
338618,9780099765219,10.0
129221,0534507700,10.0
129234,0534526772,10.0
129235,0534528252,10.0
129242,0534534600,10.0
129247,0534546129,10.0
129259,0534560709,10.0
129286,0534614116,10.0
129295,0534936245,10.0
129298,053494728X,10.0
129320,0540031666,10.0
129322,054006436X,10.0
129330,055010075X,10.0
129332,055010206X,10.0
129336,0550130004,10.0
129338,0550140204,10.0
129344,0550190112,10.0
129345,0550190333,10.0
129348,0550276307,10.0
129349,0550277923,10.0
129366,0551029110,10.0
338601,9780002000505,10.0
129392,0552078247,10.0
129409,0552084409,10.0
129438,0552093580,10.0
129505,0552107247,10.0
129644,0552130214,10.0
129667,0552132039>>5,10.0
129691,0552133736,10.0
94708,0425150089,10.0
129747,0552136328,10.0
129755,055213659X,10.0
338551,9758212583,10.0
338555,9758420704,10.0
338561,9766104475,10.0
338569,9770038156017,10.0
129825,0552139459,10.0
129937,0552143030,10.0
94629,0425146839,10.0
129998,0552145726,10.0
130094,0552148024,10.0
130095,0552148032,10.0
130096,0552148040,10.0
130097,0552148059,10.0
130098,0552148075,10.0
130099,0552148083,10.0
130100,0552148091,10.0
130161,0552150746,10.0
130171,0552151424,10.0
338536,9755107436,10.0
338545,9757054119,10.0
338547,9757502006,10.0
130182,05521520827,10.0
130183,0552212210,10.0
130187,0552521760,10.0
130197,0552525979,10.0
130208,0552527483,10.0
130233,0552547166,10.0
94522,042514237X,10.0
130405,0552996351,10.0
130427,0552996823,10.0
130428,0552996831,10.0
130441,0552997030,10.0
130555,055299992X,10.0
1470,0006382991,10.0
1473,000638384X,10.0
338528,9753900791,10.0
338530,9754700834,10.0
338534,9755103775,10.0
130590,0553014439,10.0
130595,0553021260,10.0
130597,0553021680,10.0
130616,0553027255,10.0
130656,0553050435,10.0
130658,0553050451,10.0
94432,0425138038,10.0
130685,0553051156,10.0
130697,0553051830,10.0
130718,0553052322,10.0
130771,0553054163,10.0
130827,0553057057,10.0
338498,9747457253,10.0
338513,975080371,10.0
130869,0553061771,10.0
130912,0553070835,10.0
130959,0553074253,10.0
130960,0553074474,10.0
130963,055307487,10.0
131009,0553083180,10.0
131129,0553096400,10.0
131130,0553096419,10.0
131135,0553096540,10.0
94317,0425132110,10.0
131200,0553100734,10.0
131284,0553103679,10.0
131290,0553103903,10.0
1503,0006385729,10.0
338485,9739815952,10.0
338486,973981638X,10.0
338488,9739878571,10.0
338489,9739973736,10.0
338491,9742280142,10.0
131369,055310666x,10.0
131455,0553109642,10.0
131525,0553112708,10.0
131528,055311347X,10.0
94239,0425127362,10.0
131558,05531166606,10.0
131592,0553119362,10.0
131603,055312000X,10.0
131678,0553125060,10.0
131683,0553125494,10.0
1516,0006387462,10.0
338469,9739507972,10.0
338475,9739559484,10.0
338478,9739601103,10.0
338479,9739601154,10.0
338480,9739611567,10.0
131749,0553130137,10.0
131817,0553134647,10.0
94164,04251222123,10.0
131915,055314006X,10.0
131975,0553143379,10.0
132010,0553145746,10.0
132072,0553148400,10.0
132132,055315155,10.0
132150,0553151932,10.0
132160,0553152041,10.0
1538,0006391931,10.0
338453,9739225012,10.0
338457,973930754X,10.0
338461,9739494129,10.0
338462,9739494501,10.0
132378,0553157655,10.0
132435,0553158945,10.0
132483,0553170376,10.0
94075,0425116441,10.0
132513,0553173421,10.0
132598,0553199420,10.0
132650,0553201875,10.0
132760,0553205870,10.0
132770,0553206184,10.0
132836,0553208861,10.0
132863,0553209604,10.0
132883,0553210157,10.0
338436,9735833026,10.0
338439,9736530884,10.0
338440,9736820082,10.0
338443,9737936051,10.0
338444,9738171326,10.0
338445,9738171334,10.0
338446,9738195357,10.0
338448,9739032052,10.0
338449,9739104045,10.0
132893,0553210262,10.0
132916,0553210726,10.0
132920,0553210783,10.0
132927,055321086=6,10.0
132965,0553211404225,10.0
132979,0553211633,10.0
132993,0553211838,10.0
338427,9733700212,10.0
1539,000639194X,10.0
133091,0553213054350,10.0
133146,055321369,10.0
93929,0425105156,10.0
133233,0553216880,10.0
133253,0553217771,10.0
133296,055321893X,10.0
133356,0553220284,10.0
133357,0553220314,10.0
133418,0553226630,10.0
133526,0553230697,10.0
133538,0553231111,10.0
133754,0553237152,10.0
133758,055323725X,10.0
338412,9729886504,10.0
1558,0006393071,10.0
133826,0553239163,10.0
133841,0553239481,10.0
133889,0553240722,10.0
133937,0553241753,10.0
133983,055324289X,10.0
134073,0553245554,10.0
93761,0425096505,10.0
93744,0425095517,10.0
134205,0553248715,10.0
93729,042509474X,10.0
134269,0553250256>>3,10.0
93704,0425093220,10.0
134365,0553252070,10.0
134386,0553252615,10.0
93689,0425092186,10.0
1601,0006473113,10.0
338404,9729806713,10.0
134549,0553256270,10.0
93673,0425091465,10.0
134861,0553263692,10.0
93625,0425087867,10.0
134970,0553265857,10.0
93587,0425086194,10.0
93584,0425085333,10.0
135313,0553272888,10.0
93566,0425084566,10.0
93542,0425082776,10.0
135440,0553275275,10.0
135451,0553275445,10.0
135490,0553275976595,10.0
338379,9729484740,10.0
338385,972956714X,10.0
135574,0553277472550,10.0
135584,055327757,10.0
135749,055328049X,10.0
135782,0553281062,10.0
93458,0425076520,10.0
135811,0553281836,10.0
135833,055328228X,10.0
135853,0553282808595,10.0
135958,0553285408,10.0
136355,0553294172,10.0
136380,0553294709,10.0
136537,0553298429,10.0
136613,0553333062,10.0
136646,0553342819,10.0
136652,0553343467,10.0
136675,0553344803,10.0
338354,97288380402,10.0
338366,9729247013,10.0
338369,9729360057,10.0
136691,0553345710,10.0
93312,0425067939,10.0
136736,0553347403,10.0
93298,0425067777,10.0
93274,0425064883,10.0
136801,0553350668,10.0
136802,0553350692,10.0
136810,0553351486,10.0
136811,0553351494,10.0
136823,0553352687,10.0
136904,0553372882,10.0
338343,9728751451,10.0
136915,055337320X,10.0
93223,0425062767,10.0
93195,0425061760,10.0
137019,0553378112,10.0
137036,055337849x,10.0
137042,0553378597,10.0
137057,0553379003,10.0
137071,0553379364,10.0
137087,0553379925,10.0
137133,0553380982,10.0
93126,0425057739,10.0
137168,0553382098,10.0
137178,055338225X,10.0
137191,0553383051,10.0
93099,0425056155,10.0
137233,0553405098,10.0
1659,0006478662,10.0
338320,9728605293,10.0
137255,0553407996,10.0
93081,042505490X,10.0
137306,0553440578,10.0
137447,0553444190,10.0
137536,0553446193,10.0
93039,042505313X,10.0
137576,0553471287,10.0
137609,0553474278,10.0
137615,0553476580,10.0
137624,055347765X,10.0
137651,0553479423,10.0
137652,0553479474,10.0
137722,0553481665,10.0
137758,0553482289,10.0
338288,9728541120,10.0
1680,0006479502,10.0
338298,972857603X,10.0
137887,0553486568,10.0
137909,0553486985,10.0
92919,0425046095,10.0
137929,0553487329,10.0
137974,0553492527,10.0
92872,0425043487,10.0
138000,0553492950,10.0
138018,0553493272,10.0
138045,0553493957,10.0
138055,0553502190,10.0
138068,0553502719,10.0
92842,0425041654,10.0
338268,9728487142,10.0
338279,9728529511,10.0
138115,0553507206,10.0
92831,0425040534,10.0
92805,0425038246,10.0
138195,0553541765,10.0
92773,0425034283,10.0
92776,0425035026,10.0
92777,0425035042,10.0
138417,0553563629,10.0
138446,0553564501,10.0
138571,0553566881,10.0
92736,0425018989,10.0
92716,0422777501,10.0
92717,0423002201,10.0
138940,0553573667,10.0
138950,0553573837,10.0
139022,0553574841,10.0
1708,000648042X,10.0
338267,9728487002,10.0
92666,0417023502,10.0
92646,041688470,10.0
92652,0416926509,10.0
92658,0417010508,10.0
139206,0553577697,10.0
139240,055357826X,10.0
139269,055357869,10.0
92609,0416476600,10.0
92565,041617860X,10.0
139594,0553583654,10.0
92554,0416101801,10.0
139651,0553584766,10.0
139652,0553584774,10.0
139653,0553584782,10.0
139665,055358555X,10.0
139676,0553586033,10.0
92532,0415934915,10.0
139692,0553586424,10.0
139695,0553586564,10.0
139696,0553586580,10.0
139698,0553586688,10.0
139700,055358670X,10.0
139701,0553586734,10.0
139702,0553586769,10.0
139716,0553676431,10.0
92500,041591972X,10.0
139741,0553756850,10.0
92490,0415912881,10.0
92492,041591471X,10.0
1738,000648185X,10.0
139784,0553800981,10.0
92444,0415270987,10.0
92446,0415278449,10.0
92447,0415285941,10.0
92450,0415299977,10.0
139862,0553802399,10.0
139874,0553802550,10.0
139901,0553803484,10.0
139906,0553803875,10.0
92406,0415167914,10.0
92408,0415174139,10.0
139918,0553812165,10.0
139944,0553812971,10.0
92390,0415136113,10.0
92392,0415138582,10.0
338207,9728257163,10.0
92363,0415111641,10.0
140025,0553840444,10.0
140031,05553373978,10.0
92323,0415040655,10.0
92332,0415050766,10.0
140064,0563170069,10.0
140068,0563176024,10.0
92307,0415026962,10.0
92312,0415027535,10.0
92316,0415029740,10.0
92296,0415012090,10.0
92298,0415014069,10.0
140088,0563208112,10.0
92289,0415002176,10.0
140101,0563360178,10.0
338189,9728128045,10.0
92268,0413743802,10.0
140119,0563367628,10.0
140125,056336985X,10.0
140127,0563370599,10.0
140130,0563371218,10.0
140134,0563371609,10.0
140135,0563371692,10.0
140142,0563381396,10.0
140159,0563384492,10.0
92224,0413626709,10.0
140192,0563405953,10.0
140210,0563487496,10.0
140216,0563488158,10.0
140218,0563488530,10.0
338154,9727920570,10.0
338155,9727920616,10.0
338165,972794163X,10.0
140222,0563533110,10.0
92180,0413526402,10.0
140237,0563537434,10.0
140238,0563537442,10.0
140252,0563551054,10.0
140256,0563551437,10.0
140257,056355147X,10.0
92174,0413509001,10.0
140262,056355181X,10.0
140273,0563555815,10.0
140276,0563555920,10.0
140287,0565005383,10.0
140288,056500543X,10.0
140289,0565008528,10.0
140290,0565008838,10.0
92131,0413302105,10.0
338130,972760000X,10.0
338136,9727712789,10.0
92144,0413385205,10.0
92145,0413393801,10.0
140293,0565010336,10.0
140294,056501045X,10.0
140296,0565010735,10.0
140297,0565010859,10.0
140299,0565011340,10.0
140300,0565053973,10.0
140301,0565057030,10.0
140302,0565090267,10.0
140305,0565091344,10.0
140306,0565091352,10.0
338103,9727591108,10.0
338104,9727591124,10.0
338107,9727591701,10.0
338108,9727591825,10.0
338110,9727592007,10.0
338111,9727592775,10.0
140307,0565091441,10.0
140308,0565091506,10.0
140311,0565091697,10.0
140312,0565091743,10.0
140321,0566191416,10.0
140323,0567315305,10.0
140332,057003230X,10.0
140350,0570040914,10.0
92113,0413158101,10.0
140356,057004460X,10.0
140357,0570045606,10.0
1841,0006490328,10.0
140378,0570052912,10.0
140382,0570058104,10.0
92091,0412251701,10.0
92098,0412738007,10.0
92068,0405124155,10.0
140455,0571053769,10.0
140462,0571057586,10.0
140475,0571067751,10.0
92057,0405006950,10.0
92060,0405054610,10.0
92065,0405103115,10.0
92041,0401850146,10.0
140499,0571089860,10.0
140502,0571094503,10.0
338066,9727310567,10.0
1848,0006492126,10.0
338081,9727474802,10.0
140513,0571103995,10.0
92020,0399611533,10.0
140520,0571106838,10.0
140523,0571108075,10.0
140525,0571108644,10.0
92004,0399528482,10.0
92006,0399528539,10.0
92013,0399529683,10.0
140550,0571118380,10.0
92002,0399528288,10.0
91975,0399526323,10.0
91980,0399526544,10.0
91957,0399525440,10.0
338051,9727114377,10.0
91970,0399526072,10.0
140618,0571142206,10.0
91943,0399524711,10.0
140660,0571151108,10.0
91938,0399524207,10.0
140714,0571166997,10.0
140773,0571173284,10.0
140779,0571173896,10.0
91884,0399519483,10.0
140808,0571177387,10.0
91868,0399518347,10.0
91874,039951872X,10.0
91843,039951709X,10.0
91857,0399517642,10.0
140867,0571192718,10.0
140883,0571193919,10.0
338019,972710066X,10.0
91828,0399516263,10.0
91841,0399517006,10.0
140901,0571194729,10.0
140913,0571195482,10.0
91825,0399515941,10.0
140918,0571195725,10.0
91800,0399513442,10.0
140945,0571197825,10.0
140953,0571198147,10.0
91787,0399512519,10.0
140984,0571199658,10.0
140990,0571199968,10.0
140993,0571200036,10.0
91765,0399508627,10.0
338005,9727086969,10.0
91762,0399508031,10.0
141032,0571202500,10.0
141052,0571203906,10.0
91717,039950379X,10.0
141120,0571209556,10.0
141136,0571210775,10.0
141144,0571212131,10.0
141199,0571747150,10.0
141203,0572009968,10.0
141222,0572018967,10.0
141227,0572021984,10.0
141232,0572023871,10.0
91639,0399232079,10.0
91650,0399233881,10.0
141244,0573014469,10.0
141248,0573030219,10.0
141249,0573064636,10.0
141258,0573611602,10.0
337978,972708298X,10.0
337988,9727085059,10.0
141267,0573619697,10.0
141274,057368099X,10.0
91615,0399229299,10.0
91587,0399225064,10.0
91591,0399225358,10.0
91595,0399226168,10.0
141316,0575034971,10.0
141324,0575038187,10.0
141325,0575038195,10.0
141329,0575039884,10.0
337965,9726997240,10.0
141344,0575042176,10.0
91576,0399222316,10.0
91578,0399223290,10.0
91586,0399224459,10.0
141353,0575044926,10.0
91562,0399219897,10.0
91566,0399220038,10.0
91540,0399216928,10.0
141415,0575056568,10.0
141438,057506045X,10.0
91523,0399215409,10.0
91529,0399215859,10.0
91534,0399216405,10.0
91538,039921688X,10.0
141446,0575062142,10.0
141448,0575062991,10.0
141456,057506479X,10.0
141463,0575066466,10.0
141464,0575066539,10.0
337944,972695374X,10.0
141466,0575066601,10.0
141468,0575066873,10.0
141469,057506689X,10.0
91511,0399214321,10.0
141476,0575068574,10.0
141487,0575070463,10.0
91492,0399212124,10.0
141491,0575070714,10.0
141494,0575070951,10.0
141497,0575071036,10.0
141498,0575071044,10.0
141499,0575071052,10.0
91476,0399208879,10.0
337935,9726952859,10.0
91482,0399209743,10.0
141531,0575073616,10.0
141535,0575073772,10.0
91464,0399207627,10.0
91467,0399207880,10.0
91472,0399208615,10.0
141568,0575400617,10.0
91443,0399152172,10.0
91446,0399152202,10.0
91447,0399152237,10.0
91433,0399151907,10.0
91434,0399151923,10.0
91438,0399152008,10.0
91440,0399152059,10.0
91441,0399152113,10.0
91442,0399152121,10.0
141596,0575600004,10.0
337885,9726625653,10.0
337890,9726626161,10.0
91419,0399151737,10.0
91424,0399151788,10.0
141620,0575601868,10.0
91409,0399151567,10.0
141635,0576737098,10.0
91390,0399151087,10.0
141660,0582040523,10.0
141674,0582075734,10.0
141693,0582253977,10.0
91340,0399150390,10.0
141732,0582330866,10.0
337873,9726624649,10.0
337882,9726625513,10.0
141743,0582384834,10.0
141745,058240746X,10.0
141751,0582417651,10.0
141778,0582438063,10.0
141779,0582438349,10.0
141789,0582490162,10.0
141854,0582541581,10.0
141889,058287517X,10.0
141964,0585042555,10.0
141996,0586033998,10.0
142036,0586041664,10.0
142101,0586046860,10.0
